1,85
1,3
1,88
1,2
1,77
1,0
1,7
1,53
1,36
1,8
1,6
1,4
5,72
5,27
5,11
5,44
5,75
5,87
5,35
5,57
5,73
5,59
5,0
5,7
5,53
5,36
5,8
5,6
5,4
5,67
5,82
5,29
5,13
9,15
9,28
9,61
9,54
9,45
9,38
9,62
9,41
9,49
9,99
9,93
9,21
9,81
9,11
9,69
9,71
9,14
9,40
9,66
9,34
9,51
9,23
9,84
9,55
9,97
9,58
9,48
9,16
9,96
9,37
9,91
9,52
9,12
9,65
9,0
9,7
9,53
9,36
9,8
9,6
9,4
9,78
9,17
9,70
9,10
18,46
18,63
18,47
18,56
18,64
18,39
18,19
18,22
18,74
18,24
18,20
18,33
18,83
18,76
18,60
18,98
18,50
18,0
18,7
18,53
18,36
18,8
18,6
18,4
18,25
18,32
18,42
18,26
18,30
62,45
62,38
62,41
77,2
79,80
79,72
79,94
79,89
79,95
79,92
79,63
79,47
79,56
79,64
79,39
79,85
79,83
79,76
90,99
90,93
90,21
90,81
90,11
97,84
97,55
102,156
102,157
102,158
102,159
102,160
102,161
102,162
102,164
102,79
102,80
102,92
102,100
102,101
102,103
102,104
102,105
102,106
102,107
102,108
102,120
102,124
102,125
102,126
127,126
127,109
127,110
127,111
127,86
127,89
127,125
127,128
127,129
127,130
127,131
127,132
127,133
127,134
127,139
127,140
127,160
127,141
127,31
127,43
127,68
127,121
127,122
127,123
127,174
127,181
127,185
147,135
147,136
147,137
147,138
147,141
147,142
147,143
147,144
147,145
147,130
147,131
147,126
147,161
147,159
147,157
147,175
147,176
147,177
147,178
147,179
147,180
147,182
147,146
163,112
163,113
163,114
163,115
163,116
163,117
163,118
163,119
163,79
163,76
163,72
117,95
163,148
163,149
163,150
163,151
163,152
163,153
163,154
163,155
163,165
163,166
163,167
163,168
163,169
163,170
163,171
163,172
163,173
192,183
192,184
192,186
192,187
192,188
192,189
192,190
192,191
192,193
192,194
192,195
192,196
192,197
192,198
192,199
192,165
192,170
192,114
192,109
192,111
192,139
192,89
192,86
78,14
78,37
62,28
62,12
62,40
14,38
144,145
136,177
5,90
113,150
9,1
86,102
